,CL105_NS_Run18_0815_trimmed.result,CL146_NS_Run18_0815_trimmed.result,CL152_NS_Run18_0815_trimmed.result,CL154_NS_Run18_0815_trimmed.result,CL156_NS_Run18_0815_trimmed.result,CL162_NS_Run18_0815_trimmed.result,CL164_NS_Run18_0815_trimmed.result,CL167_trimmed.result,CL172_NS_Run18_0815_trimmed.result,CL176_trimmed.result,CL183_trimmed.result,CL187_NS_Run18_0815_trimmed.result,CL191_trimmed.result,CL196_NS_Run18_0815_trimmed.result,CL203_NS_Run18_0815_trimmed.result,CL213_trimmed.result,CL214_NS_Run18_0815_trimmed.result,CL219_NS_Run18_0815_trimmed.result,CL228_trimmed.result,CL236_trimmed.result,CL240_NS_Run18_0815_trimmed.result,CL244_trimmed.result,CL253_trimmed.result,CL41_NS_Run18_0815_trimmed.result,CL50_NS_Run18_0815_trimmed.result,CL53_NS_Run18_0815_trimmed.result,CL56_NS_Run18_0815_trimmed.result,CL85_NS_Run18_0815_trimmed.result,Female-Ctrl_NS_Run18_0815_trimmed.result,Male-Ctrl_NS_Run18_0815_trimmed.result
hsa-mir-133a-1,0,15,0,33,0,0,0,0,48,0,0,0,0,20,10,12,8,0,0,0,0,0,0,0,0,21,85,0,158,66
hsa-mir-199a-1,197,1328,511,2887,247,258,317,27,2660,56,25,245,35,369,1225,935,889,66,283,0,197,222,0,640,257,360,2296,117,6009,3005
hsa-mir-24-2,388,954,2502,1830,1499,1189,1143,106,1888,50,69,377,82,588,1592,750,2735,94,352,0,1097,220,0,1465,1120,1260,1649,0,828,832
hsa-mir-27a,4305,13162,63815,14804,17483,11689,9883,1673,12889,1241,0,5263,1495,3590,22117,8153,40973,1674,2894,24,46935,2623,139,16789,28259,18401,31336,17148,18222,10983
hsa-mir-23a,0,1863,0,2467,0,0,0,0,0,0,0,0,95,0,0,1696,0,0,0,0,0,0,0,0,0,0,2498,0,2171,1181
hsa-mir-330,8,98,71,80,76,50,61,0,103,0,5,16,0,15,82,26,106,9,18,0,100,12,0,70,60,71,92,34,135,36
hsa-mir-150,52719,196742,132863,38283,162833,199962,105004,8816,179924,4781,3166,23894,1372,105242,228539,70245,150228,15009,39321,77,131186,15285,419,176364,218440,174578,169078,32342,121152,30910
hsa-mir-1301,0,22,27,24,12,22,15,0,27,0,0,0,0,0,17,12,20,0,0,0,19,0,0,24,12,28,33,0,31,26
hsa-mir-1301*,0,22,27,24,12,22,15,0,27,0,0,0,0,0,17,12,20,0,0,0,19,0,0,24,12,28,33,0,31,26
hsa-mir-2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-659,0,42,94,34,44,33,22,0,43,0,0,8,0,9,60,12,84,0,0,0,51,0,0,61,29,59,66,16,35,22
hsa-mir-2115,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-191,9544,49334,83685,77411,52210,36550,32990,1625,64493,1639,1965,7301,2225,15259,50167,34054,123944,1929,11282,14,49361,11080,38,57129,49780,57960,117417,19610,74696,77989
hsa-mir-582,0,0,176,277,79,0,0,0,337,0,0,48,0,0,109,37,215,0,30,0,19,0,0,45,66,0,25,0,0,74
hsa-mir-9-2,0,89,939,60,9,11,10,0,47,0,0,0,11,0,223,46,0,118,230,0,62,13,0,93,13,10,26,0,55,23
hsa-mir-2277,0,34,19,15,18,20,10,0,22,0,0,0,0,0,11,13,0,0,0,0,27,0,0,23,0,27,27,12,22,12
hsa-mir-874,15,137,0,75,11,282,51,0,129,0,0,37,8,77,157,31,269,0,32,0,185,18,0,57,0,174,0,34,77,32
hsa-mir-584,71,293,53,683,7,41,27,0,676,18,0,28,0,74,210,235,276,9,116,0,11,89,0,239,8,186,1020,0,1352,1441
hsa-mir-103a-1,0,12034,25834,11681,11604,13669,7469,800,20460,173,356,3016,281,6004,17439,6220,17060,1365,2643,9,17669,2293,36,9804,7328,12104,14564,6902,18502,8714
hsa-mir-103a-1*,0,12034,25834,11681,11604,13669,7469,800,20460,173,356,3016,281,6004,17439,6220,17060,1365,2643,9,17669,2293,36,9804,7328,12104,14564,6902,18502,8714
hsa-mir-340,481,0,7223,2712,0,0,0,0,3159,0,0,0,86,356,0,568,3339,0,0,0,0,442,0,1845,0,0,3926,0,1981,1032
hsa-mir-30c-2,2018,7873,9012,5258,5506,7855,5523,338,8367,226,256,1026,208,1927,8409,4391,9484,393,963,9,10996,1629,23,7288,9488,8518,10503,2535,15510,5045
hsa-mir-30a,0,263,0,343,0,0,0,0,277,10,0,0,7,0,272,92,0,0,50,0,0,51,0,127,0,0,391,94,0,877
hsa-mir-339,247,587,962,545,1181,982,531,45,1106,25,24,181,16,646,1199,372,695,38,265,0,929,73,0,1402,367,368,372,177,1963,632
hsa-mir-589,104,381,638,408,511,305,361,41,475,10,10,152,0,136,375,461,734,35,107,0,474,59,0,515,232,558,709,128,725,508
hsa-mir-148a,2016,44178,94125,19345,55979,25473,37492,1206,20513,1308,2984,5047,1287,2260,20114,10242,116467,3355,3961,75,73036,11432,204,25762,89684,49871,48578,28286,36716,0
hsa-mir-196b,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,0,48,0
hsa-mir-550a-3,32,49,47,16,49,53,26,0,26,0,0,11,0,0,75,21,43,0,0,0,40,8,0,19,15,78,16,6,55,21
hsa-mir-93,1117,2910,4902,2671,2681,3724,1723,0,3766,269,240,705,211,792,4359,1596,4708,218,773,0,3901,614,21,3055,2591,5090,4462,0,5561,1894
hsa-mir-106b,0,0,0,0,0,0,0,0,1722,0,0,0,70,775,0,886,0,0,0,0,0,276,0,1600,0,0,2173,854,2421,936
hsa-mir-182,0,1338,0,0,0,123,0,0,0,150,46,132,22,0,670,289,0,0,0,0,378,0,0,0,0,0,0,0,0,0
hsa-mir-183,148,78,44,14,23,11,10,0,62,12,0,0,0,0,33,12,98,0,12,0,15,0,0,25,16,440,0,0,50,41
hsa-mir-29a,0,36736,0,15218,63752,101894,24726,1667,32457,0,0,7416,704,17234,0,7682,0,0,6443,0,0,0,0,43885,0,51115,26499,14406,28029,6439
hsa-mir-29b-1,333,0,0,0,0,3063,0,0,0,28,0,0,21,0,0,176,0,0,165,0,0,95,0,1179,846,0,815,0,726,216
hsa-mir-598,165,222,0,153,0,0,0,0,286,0,0,0,0,152,611,67,442,0,0,0,0,0,0,0,228,0,0,204,0,0
hsa-mir-320a,254,1138,1716,1569,1401,2936,653,53,1911,79,32,232,51,618,2477,589,2155,45,190,0,1681,224,0,1735,1707,1807,2994,703,2293,1457
hsa-mir-486,286402,61500,159452,73749,52852,88393,47520,4039,89122,4304,2186,18655,2324,41559,122067,52680,235065,6274,25560,42,76399,19208,215,115791,70199,907111,203946,28500,140655,188296
hsa-mir-486*,95582,20522,53248,24599,17644,29495,15858,1345,29744,1416,722,6225,768,13873,40761,17566,78479,2092,8524,14,25511,6402,71,38629,23429,302717,68060,9512,46945,62820
hsa-mir-30b,2345,9119,19160,4139,8588,9818,6353,619,6587,160,312,1223,136,3355,10704,1416,16453,796,1136,8,11259,1419,29,5346,8147,7541,8725,4014,6965,1997
hsa-mir-30d,0,0,45791,22469,0,0,0,0,30322,857,0,0,646,0,0,10949,0,0,0,0,41976,7617,0,0,0,0,47126,14902,43646,23778
hsa-mir-151a,1074,15266,519,11149,78,3207,364,29,9541,437,304,1182,200,6684,20114,4026,4082,897,4337,0,218,448,33,10486,247,2674,7705,0,30070,17050
hsa-mir-204,0,0,0,106,0,0,0,0,0,0,0,0,0,0,6,17,0,16,16,0,0,0,0,0,0,0,6,0,15,63
hsa-mir-7-1,0,0,0,0,149,0,97,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-199b,197,1328,511,2887,247,258,317,27,2660,56,25,245,35,369,1225,935,889,66,283,0,197,222,0,640,257,360,2296,117,6009,3005
hsa-mir-221,1255,0,0,0,0,0,0,377,4904,182,0,1484,0,2969,9413,2705,0,718,0,0,0,0,27,0,0,0,0,2622,11417,4027
hsa-mir-222,0,1896,0,0,1878,0,1579,98,1666,70,56,0,62,0,3719,1453,2155,189,0,0,2054,391,0,1519,550,1564,0,909,6535,0
hsa-mir-1468,16,136,133,58,77,49,122,0,127,12,0,14,0,17,185,70,90,8,0,0,101,45,0,163,89,71,196,57,148,100
hsa-mir-421,44,329,395,306,207,128,136,14,386,0,11,41,8,0,180,291,336,20,0,0,345,71,0,249,165,300,397,77,600,346
hsa-mir-374b,165,346,379,372,371,278,149,19,446,5,0,52,8,102,369,259,585,31,46,0,342,50,0,284,298,281,403,101,372,226
hsa-mir-374a,195,0,0,0,827,859,0,0,0,0,0,0,0,146,0,170,1449,0,0,0,0,0,0,0,0,647,0,0,0,0
hsa-mir-361,833,5021,8011,1394,7659,7365,3664,253,5125,344,312,1067,187,2148,5752,1623,6899,502,734,0,5723,978,56,4722,0,5751,7623,2759,7678,1391
hsa-mir-766,0,293,189,192,0,0,0,15,232,0,0,0,0,71,226,102,0,32,43,0,0,10,0,126,147,0,309,0,0,193
hsa-mir-363,763,748,2009,716,179,408,297,51,1595,104,26,500,63,210,2079,656,1266,59,387,0,400,177,0,0,98,2169,445,622,4556,0
hsa-mir-92a-2,25638,64478,54150,43672,65628,74335,43608,4831,57636,2558,2835,11220,1572,25215,81284,37275,91538,8010,12774,42,98731,14359,502,84522,80644,96334,93255,32810,129929,56820
hsa-mir-19b-2,487,1904,1909,567,2967,2819,1184,95,2406,55,29,241,32,440,4552,295,2828,48,159,0,3257,459,0,1419,2333,1381,2077,1029,3022,548
hsa-mir-20b,36,28,162,30,13,22,9,5,92,0,0,25,0,13,128,23,66,0,23,0,25,19,0,13,6,140,25,35,124,22
hsa-mir-106a,23,35,90,32,0,27,17,0,71,0,0,12,0,15,87,16,61,0,0,0,32,7,0,11,8,91,20,25,82,21
hsa-mir-450b,10,39,49,60,43,6,24,0,84,0,0,11,0,9,37,60,41,0,13,0,15,10,0,34,23,29,30,0,20,14
hsa-mir-450a-1,11,20,28,46,21,7,22,0,85,0,0,0,0,11,32,32,30,0,10,0,9,10,0,8,14,16,7,0,0,11
hsa-mir-450a-2,11,20,28,46,21,7,22,0,85,0,0,0,0,11,32,32,30,0,10,0,9,10,0,8,14,16,7,0,0,11
hsa-mir-542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,35
hsa-mir-224,0,27,0,47,0,0,0,0,47,0,0,0,0,0,28,27,8,0,11,0,0,0,0,10,0,8,16,0,102,70
hsa-mir-429,0,0,10,0,0,7,0,0,5,0,0,0,0,0,5,0,6,0,0,0,9,0,0,0,6,6,6,0,11,0
hsa-mir-4781,0,8,16,0,0,17,0,0,13,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,11,0,21,0,0,0
hsa-mir-556,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5
hsa-mir-4424,0,0,19,6,33,20,12,0,10,0,0,0,0,0,1633,0,31,0,0,0,0,0,0,1123,0,346,39,6,0,0
hsa-mir-511-1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0
hsa-mir-511-2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0
hsa-mir-3158-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0
hsa-mir-4687,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
hsa-mir-6502,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
hsa-mir-3913-2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,0,0,0,11,12,0,0,0
hsa-mir-337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
hsa-mir-376c,0,0,0,0,0,0,0,0,21,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,6,0,15,8
hsa-mir-190a,19,0,0,19,0,0,18,0,24,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,0,148,36,0,48,28
hsa-mir-184,0,9,0,6,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,8,10,42,8,0,0
hsa-mir-548ap,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
hsa-mir-3176,0,0,0,8,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0
hsa-mir-940,0,0,0,11,6,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,11,0,0,0
hsa-mir-5010,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,0,0,7
hsa-mir-5196,0,0,9,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,13,0,98,37
hsa-mir-3681,0,0,146,0,100,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,35,0,0,0
hsa-mir-5000,6,14,28,0,0,16,6,0,7,0,0,0,0,9,36,0,30,0,0,0,10,0,0,10,14,10,17,7,14,6
hsa-mir-4435-1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,22,19
hsa-mir-561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0
hsa-mir-3130-2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,8,5
hsa-mir-499a,10,34,58,8,76,72,35,0,22,0,0,8,0,13,19,0,40,0,10,0,46,0,0,24,40,57,42,10,23,9
hsa-mir-1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6
hsa-mir-5571,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,7,0
hsa-mir-33a,0,0,0,97,51,64,0,0,123,0,0,0,0,0,148,0,116,0,27,0,91,0,0,0,55,115,38,41,254,0
hsa-mir-4446,0,8,0,21,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25,35
hsa-mir-944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
hsa-mir-3688-2,0,0,7,6,9,11,0,0,0,0,0,0,0,0,7,0,10,0,0,0,9,0,0,0,9,17,7,0,0,5
hsa-mir-5706,0,0,7,0,0,0,0,0,5,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,7,9,0,0,0
hsa-mir-5683,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
hsa-mir-3609,0,0,0,0,23,22,0,0,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,14,0,25,18,0,18,12
hsa-mir-4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0
hsa-mir-651,8,72,84,15,44,32,15,0,18,0,0,0,0,11,43,0,71,0,0,0,35,0,0,17,32,50,36,12,38,10
hsa-mir-3605,0,10,11,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,10,0,11,12,0,0,0
hsa-mir-1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
hsa-mir-1296,0,0,0,17,0,0,0,0,10,0,0,0,0,0,20,0,11,0,0,0,0,0,0,13,0,0,15,0,24,15
hsa-mir-3158-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,15
hsa-mir-4482,0,0,7,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,18,0,14,0
hsa-mir-1908,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,12
hsa-mir-1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
hsa-mir-3913-1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,0,0,0,11,12,0,0,0
hsa-mir-320d-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,8,0,0,0
hsa-mir-3613,108,31,0,92,391,29,135,21,142,0,25,87,0,74,325,0,248,90,36,0,120,13,0,71,155,166,109,38,51,0
hsa-mir-3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
hsa-mir-627,0,14,13,0,17,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,22,0,0,14,13,26,17,0,0,6
hsa-mir-2116,0,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,26,25,38,14,0,12,0
hsa-mir-497,0,0,0,0,71,73,0,0,29,0,0,0,0,24,0,0,0,0,0,0,0,12,0,47,0,0,37,18,74,13
hsa-mir-1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6
hsa-mir-1270-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
hsa-mir-1270-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
hsa-mir-4435-2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,22,19
hsa-mir-3130-1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,8,5
hsa-mir-6513,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,5,0,13,5
hsa-mir-6513*,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,5,0,13,5
hsa-mir-153-1,0,11,0,0,11,21,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0
hsa-mir-5001,6,0,10,0,12,19,0,0,12,0,0,0,0,0,9,0,18,0,0,0,14,0,0,11,10,23,10,6,15,0
hsa-mir-2467,9,10,18,30,8,0,7,0,45,0,0,14,0,8,13,0,25,0,0,0,10,0,0,12,10,19,18,0,7,11
hsa-mir-296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
hsa-mir-296*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
hsa-mir-548j,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-1284,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
hsa-mir-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,5,0,0,0
hsa-mir-1255a,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,24,0,0,0
hsa-mir-3688-1,0,0,7,6,9,11,0,0,0,0,0,0,0,0,7,0,10,0,0,0,9,0,0,0,9,17,7,0,0,5
hsa-mir-579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
hsa-mir-580,0,0,0,9,13,0,0,0,10,0,0,0,0,6,14,0,20,0,0,0,0,0,0,0,0,8,9,0,11,0
hsa-mir-3912,0,11,31,0,0,40,11,0,15,0,0,0,0,10,36,0,30,0,7,0,0,0,0,30,15,22,22,0,21,13
hsa-mir-4645,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
hsa-mir-5690,0,25,18,16,6,21,21,0,35,0,0,0,0,0,28,0,23,0,7,0,10,0,0,8,13,18,19,0,12,0
hsa-mir-31,17,24,30,64,0,10,20,0,171,0,0,0,0,17,76,0,73,0,22,0,42,7,0,62,7,39,6,10,18,0
hsa-mir-1299,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,9,68,0,0
hsa-mir-3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,13,0,17,0
hsa-mir-320d-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,8,0,0,0
hsa-mir-142,54319,180102,235604,122768,246288,0,120035,6232,143632,0,6293,43638,4228,64383,233874,0,402117,11262,32717,0,237568,0,469,0,170567,317963,0,79190,356210,0
hsa-mir-3677,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,18,0
hsa-mir-548w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
hsa-mir-138-2,0,0,1563,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,14,0,37,0,0,21,0,0,0,0,305,62
hsa-mir-138-1,0,0,1549,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,14,0,37,0,0,21,0,0,0,0,304,61
hsa-mir-4464,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,11,0,0
hsa-mir-188,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0
hsa-mir-1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
hsa-mir-3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,13,0
hsa-mir-3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
hsa-mir-1278,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0
hsa-mir-3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
hsa-mir-370,0,0,0,0,0,0,0,0,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,0,0,0,0,25,48
hsa-mir-4326,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,9,14,0,0,0,0
hsa-mir-500b,0,0,15,0,9,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,10,0,0,0,0
hsa-mir-3202-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
hsa-mir-548ak,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-mir-4707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
hsa-mir-4707*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
hsa-mir-371b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
hsa-mir-153-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,0,0,0,0
hsa-mir-320c-1,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-320c-2,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3690-1,6,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3690-2,6,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1180,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,0,0,14,5
hsa-mir-4732,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
hsa-mir-1254-1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-34c,0,0,9,15,0,0,0,0,32,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1294,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10
hsa-mir-219-1,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
hsa-mir-3942,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
hsa-mir-375,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-mir-643,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-mir-3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
hsa-mir-490,0,0,0,16,0,0,0,0,7,0,0,0,0,0,13,0,23,0,0,0,0,0,0,0,0,8,0,0,7,0
hsa-mir-539,0,0,0,0,0,0,0,0,16,0,0,0,0,0,24,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0
hsa-mir-218-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-218-1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1285-2,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0
